,batch_size,accuracy,precision,recall,f1,auc
0,32,0.6853146853146853,0.710691823899371,0.6295264623955432,0.6676514032496308,0.6855497480517043
1,64,0.6377622377622377,0.668918918918919,0.5515320334261838,0.6045801526717557,0.6381255672748897
2,128,0.6979020979020979,0.7186544342507645,0.6545961002785515,0.6851311953352769,0.6980845669932084
3,256,0.5818181818181818,0.5887573964497042,0.5543175487465181,0.5710186513629842,0.5819340552721355
