,batch_size,accuracy,precision,recall,f1,auc
0,32,0.634965034965035,0.6762589928057554,0.5236768802228412,0.5902668759811618,0.635433945729398
1,64,0.46293706293706294,0.4608150470219436,0.40947075208913647,0.4336283185840708,0.463162342336703
2,128,0.6447552447552447,0.6855123674911661,0.5403899721448467,0.604361370716511,0.6451949860724233
3,256,0.5594405594405595,0.579136690647482,0.44846796657381616,0.5054945054945056,0.5599081405902788
