,batch_size,accuracy,precision,recall,f1,auc
0,32,0.5118881118881119,0.5141242937853108,0.5069637883008357,0.5105189340813464,0.5119088604425526
1,64,0.22237762237762237,0.23160762942779292,0.23676880222841226,0.23415977961432508,0.22231698538386901
2,128,0.4,0.40384615384615385,0.40947075208913647,0.40663900414937765,0.39996009514569186
3,256,0.38181818181818183,0.3333333333333333,0.23119777158774374,0.2730263157894737,0.3824528183781416
