,batch_size,accuracy,precision,recall,f1,auc
0,32,0.6293706293706294,0.6850393700787402,0.48467966573816157,0.567699836867863,0.6299802823072831
1,64,0.5482517482517483,0.5545454545454546,0.5097493036211699,0.5312046444121916,0.5484139776532815
2,128,0.4951048951048951,0.4968553459119497,0.4401114206128134,0.46676514032496313,0.4953366091828112
3,256,0.6293706293706294,0.6620689655172414,0.5348189415041783,0.5916795069337443,0.6297690213138868
