kernel,max_gap,min_support_pos,min_support_neg,accuracy,precision,recall,f1,auc
linear,4.0,0.15,0.25,0.7777777777777778,0.7506234413965087,0.8337950138504155,0.7900262467191601,0.7776217409084947
rbf,4.0,0.1,0.2,0.7777777777777778,0.7506234413965087,0.8337950138504155,0.7900262467191601,0.7776217409084947
linear,8.0,0.3,0.2,0.7777777777777778,0.7506234413965087,0.8337950138504155,0.7900262467191601,0.7776217409084947
linear,7.0,0.3,0.2,0.7777777777777778,0.7506234413965087,0.8337950138504155,0.7900262467191601,0.7776217409084947
linear,4.0,0.15,0.3,0.7777777777777778,0.7506234413965087,0.8337950138504155,0.7900262467191601,0.7776217409084947
rbf,5.0,0.1,0.3,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,6.0,0.3,0.1,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,5.0,0.15,0.2,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,5.0,0.15,0.25,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,7.0,0.3,0.1,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,5.0,0.25,0.1,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,5.0,0.15,0.3,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
rbf,4.0,0.1,0.15,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
linear,8.0,0.3,0.1,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
rbf,5.0,0.1,0.25,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
rbf,5.0,0.1,0.2,0.7763888888888889,0.75,0.8310249307479224,0.788436268068331,0.776236699357248
rbf,5.0,0.2,0.25,0.7736111111111111,0.7438423645320197,0.8365650969529086,0.7874837027379401,0.7734357518190726
rbf,5.0,0.2,0.3,0.7736111111111111,0.7438423645320197,0.8365650969529086,0.7874837027379401,0.7734357518190726
linear,10.0,0.3,0.1,0.775,0.7481296758104738,0.8310249307479224,0.7874015748031495,0.774843941697081
linear,9.0,0.3,0.1,0.775,0.7481296758104738,0.8310249307479224,0.7874015748031495,0.774843941697081
linear,4.0,0.15,0.15,0.7763888888888889,0.7525252525252525,0.8254847645429363,0.7873183619550858,0.7762521315750894
linear,9.0,0.3,0.3,0.7722222222222223,0.7408312958435208,0.8393351800554016,0.787012987012987,0.772035278049985
linear,10.0,0.3,0.3,0.7722222222222223,0.7408312958435208,0.8393351800554016,0.787012987012987,0.772035278049985
linear,10.0,0.3,0.25,0.7722222222222223,0.7408312958435208,0.8393351800554016,0.787012987012987,0.772035278049985
linear,9.0,0.3,0.25,0.7722222222222223,0.7408312958435208,0.8393351800554016,0.787012987012987,0.772035278049985
linear,7.0,0.25,0.1,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,6.0,0.25,0.3,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,8.0,0.25,0.1,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,8.0,0.25,0.3,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,4.0,0.25,0.2,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,6.0,0.25,0.25,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,6.0,0.25,0.1,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,5.0,0.1,0.1,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,8.0,0.25,0.25,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,7.0,0.25,0.3,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
linear,7.0,0.25,0.25,0.775,0.7493734335839599,0.8282548476454293,0.7868421052631578,0.7748516578060015
rbf,8.0,0.2,0.3,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,6.0,0.2,0.3,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,7.0,0.2,0.3,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,6.0,0.2,0.25,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,7.0,0.2,0.25,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,8.0,0.2,0.25,0.7722222222222223,0.742014742014742,0.8365650969529086,0.7864583333333334,0.7720429941589055
rbf,4.0,0.15,0.2,0.7736111111111111,0.746268656716418,0.8310249307479224,0.7863695937090434,0.773451184036914
rbf,4.0,0.15,0.25,0.7736111111111111,0.746268656716418,0.8310249307479224,0.7863695937090434,0.773451184036914
rbf,4.0,0.15,0.3,0.7736111111111111,0.746268656716418,0.8310249307479224,0.7863695937090434,0.773451184036914
rbf,4.0,0.25,0.25,0.7736111111111111,0.746268656716418,0.8310249307479224,0.7863695937090434,0.773451184036914
rbf,4.0,0.25,0.3,0.7736111111111111,0.746268656716418,0.8310249307479224,0.7863695937090434,0.773451184036914
linear,4.0,0.2,0.1,0.775,0.7506297229219143,0.8254847645429363,0.7862796833773086,0.7748593739149222
rbf,8.0,0.1,0.15,0.7722222222222223,0.7432098765432099,0.8337950138504155,0.7859007832898172,0.772050710267826
rbf,6.0,0.1,0.15,0.7722222222222223,0.7432098765432099,0.8337950138504155,0.7859007832898172,0.772050710267826
rbf,7.0,0.1,0.15,0.7722222222222223,0.7432098765432099,0.8337950138504155,0.7859007832898172,0.772050710267826
linear,7.0,0.25,0.15,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,6.0,0.25,0.15,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,8.0,0.25,0.15,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,5.0,0.25,0.2,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,5.0,0.3,0.15,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,5.0,0.25,0.15,0.7736111111111111,0.7475,0.8282548476454293,0.7858081471747701,0.7734589001458344
linear,4.0,0.2,0.2,0.7736111111111111,0.7487437185929648,0.8254847645429363,0.7852437417654808,0.773466616254755
rbf,9.0,0.1,0.3,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,10.0,0.1,0.3,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,10.0,0.1,0.15,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,9.0,0.1,0.15,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,9.0,0.1,0.2,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,10.0,0.1,0.2,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,9.0,0.1,0.25,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,10.0,0.1,0.25,0.7708333333333334,0.7413793103448276,0.8337950138504155,0.7848761408083442,0.770657952607659
rbf,4.0,0.25,0.1,0.7736111111111111,0.75,0.8227146814404432,0.7846763540290622,0.7734743323636756
rbf,4.0,0.2,0.1,0.7736111111111111,0.75,0.8227146814404432,0.7846763540290622,0.7734743323636756
linear,4.0,0.1,0.1,0.7736111111111111,0.75,0.8227146814404432,0.7846763540290622,0.7734743323636756
linear,10.0,0.25,0.3,0.7708333333333334,0.7425742574257426,0.8310249307479224,0.7843137254901962,0.7706656687165796
linear,10.0,0.25,0.25,0.7708333333333334,0.7425742574257426,0.8310249307479224,0.7843137254901962,0.7706656687165796
linear,9.0,0.25,0.3,0.7708333333333334,0.7425742574257426,0.8310249307479224,0.7843137254901962,0.7706656687165796
linear,9.0,0.25,0.25,0.7708333333333334,0.7425742574257426,0.8310249307479224,0.7843137254901962,0.7706656687165796
linear,6.0,0.1,0.1,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
rbf,4.0,0.15,0.1,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
rbf,5.0,0.15,0.1,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
linear,8.0,0.3,0.15,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
rbf,5.0,0.1,0.15,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
linear,7.0,0.3,0.15,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
linear,6.0,0.3,0.15,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
rbf,4.0,0.25,0.2,0.7722222222222223,0.7468671679197995,0.8254847645429363,0.7842105263157894,0.772073858594588
rbf,4.0,0.3,0.1,0.7736111111111111,0.751269035532995,0.8199445983379502,0.7841059602649006,0.7734820484725964
rbf,4.0,0.2,0.25,0.7708333333333334,0.7437810945273632,0.8282548476454293,0.783748361730013,0.7706733848255002
rbf,5.0,0.15,0.2,0.7708333333333334,0.7437810945273632,0.8282548476454293,0.783748361730013,0.7706733848255002
rbf,5.0,0.15,0.25,0.7708333333333334,0.7437810945273632,0.8282548476454293,0.783748361730013,0.7706733848255002
rbf,4.0,0.2,0.3,0.7708333333333334,0.7437810945273632,0.8282548476454293,0.783748361730013,0.7706733848255002
rbf,5.0,0.15,0.3,0.7708333333333334,0.7437810945273632,0.8282548476454293,0.783748361730013,0.7706733848255002
linear,4.0,0.15,0.1,0.7722222222222223,0.7481108312342569,0.8227146814404432,0.783641160949868,0.7720815747035085
rbf,5.0,0.2,0.1,0.7722222222222223,0.7481108312342569,0.8227146814404432,0.783641160949868,0.7720815747035085
rbf,5.0,0.25,0.3,0.7694444444444445,0.7407407407407407,0.8310249307479224,0.7832898172323759,0.7692729110564125
rbf,5.0,0.25,0.25,0.7694444444444445,0.7407407407407407,0.8310249307479224,0.7832898172323759,0.7692729110564125
linear,9.0,0.3,0.2,0.7694444444444445,0.7407407407407407,0.8310249307479224,0.7832898172323759,0.7692729110564125
linear,10.0,0.3,0.2,0.7694444444444445,0.7407407407407407,0.8310249307479224,0.7832898172323759,0.7692729110564125
rbf,5.0,0.3,0.25,0.7680555555555556,0.7377450980392157,0.8337950138504155,0.7828348504551366,0.7678724372873249
rbf,5.0,0.3,0.3,0.7680555555555556,0.7377450980392157,0.8337950138504155,0.7828348504551366,0.7678724372873249
rbf,8.0,0.1,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.15,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.1,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.15,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,8.0,0.1,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,8.0,0.1,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.1,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.15,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.1,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,8.0,0.15,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.1,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.15,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.15,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.1,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,6.0,0.1,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,8.0,0.15,0.3,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,8.0,0.15,0.2,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
rbf,7.0,0.15,0.25,0.7694444444444445,0.7419354838709677,0.8282548476454293,0.7827225130890052,0.769280627165333
linear,7.0,0.1,0.1,0.7708333333333334,0.7462311557788944,0.8227146814404432,0.7826086956521738,0.7706888170433414
linear,8.0,0.1,0.1,0.7708333333333334,0.7462311557788944,0.8227146814404432,0.7826086956521738,0.7706888170433414
rbf,4.0,0.15,0.15,0.7694444444444445,0.743142144638404,0.8254847645429363,0.7821522309711286,0.7692883432742537
linear,5.0,0.2,0.3,0.7708333333333334,0.7474747474747475,0.8199445983379502,0.7820343461030385,0.770696533152262
linear,5.0,0.2,0.25,0.7708333333333334,0.7474747474747475,0.8199445983379502,0.7820343461030385,0.770696533152262
rbf,8.0,0.15,0.1,0.7694444444444445,0.7443609022556391,0.8227146814404432,0.781578947368421,0.7692960593831744
rbf,4.0,0.2,0.15,0.7694444444444445,0.7443609022556391,0.8227146814404432,0.781578947368421,0.7692960593831744
rbf,7.0,0.15,0.1,0.7694444444444445,0.7443609022556391,0.8227146814404432,0.781578947368421,0.7692960593831744
rbf,6.0,0.15,0.1,0.7694444444444445,0.7443609022556391,0.8227146814404432,0.781578947368421,0.7692960593831744
linear,4.0,0.2,0.15,0.7708333333333334,0.748730964467005,0.817174515235457,0.7814569536423841,0.7707042492611825
rbf,4.0,0.3,0.2,0.7708333333333334,0.748730964467005,0.817174515235457,0.7814569536423841,0.7707042492611825
linear,10.0,0.25,0.1,0.7694444444444445,0.7455919395465995,0.8199445983379502,0.7810026385224276,0.7693037754920949
rbf,5.0,0.25,0.2,0.7694444444444445,0.7455919395465995,0.8199445983379502,0.7810026385224276,0.7693037754920949
rbf,5.0,0.2,0.15,0.7694444444444445,0.7455919395465995,0.8199445983379502,0.7810026385224276,0.7693037754920949
linear,9.0,0.25,0.1,0.7694444444444445,0.7455919395465995,0.8199445983379502,0.7810026385224276,0.7693037754920949
rbf,10.0,0.2,0.3,0.7652777777777777,0.7341463414634146,0.8337950138504155,0.7808041504539559,0.7650869219669905
rbf,9.0,0.2,0.3,0.7652777777777777,0.7341463414634146,0.8337950138504155,0.7808041504539559,0.7650869219669905
rbf,9.0,0.2,0.25,0.7652777777777777,0.7341463414634146,0.8337950138504155,0.7808041504539559,0.7650869219669905
rbf,10.0,0.2,0.25,0.7652777777777777,0.7341463414634146,0.8337950138504155,0.7808041504539559,0.7650869219669905
rbf,5.0,0.25,0.1,0.7694444444444445,0.7468354430379747,0.817174515235457,0.7804232804232804,0.7693114916010154
linear,9.0,0.1,0.15,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
rbf,5.0,0.15,0.15,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
rbf,6.0,0.25,0.1,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
rbf,8.0,0.25,0.1,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
rbf,7.0,0.25,0.1,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
linear,10.0,0.1,0.15,0.7680555555555556,0.7437185929648241,0.8199445983379502,0.779973649538867,0.7679110178319278
linear,5.0,0.2,0.15,0.7694444444444445,0.7480916030534351,0.814404432132964,0.7798408488063661,0.769319207709936
linear,7.0,0.2,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
linear,6.0,0.15,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
linear,8.0,0.15,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
linear,8.0,0.2,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
linear,6.0,0.2,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
linear,7.0,0.15,0.15,0.7680555555555556,0.7449494949494949,0.817174515235457,0.7793923381770146,0.7679187339408483
rbf,5.0,0.3,0.1,0.7694444444444445,0.7493606138107417,0.8116343490304709,0.7792553191489363,0.7693269238188566
rbf,9.0,0.2,0.1,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,10.0,0.2,0.1,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,7.0,0.2,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,7.0,0.15,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,5.0,0.2,0.2,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,9.0,0.15,0.1,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,8.0,0.15,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,8.0,0.2,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,6.0,0.2,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,6.0,0.15,0.15,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
rbf,10.0,0.15,0.1,0.7666666666666667,0.7418546365914787,0.8199445983379502,0.7789473684210525,0.7665182601717607
linear,6.0,0.2,0.25,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,6.0,0.25,0.2,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,5.0,0.15,0.15,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,7.0,0.2,0.25,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,8.0,0.2,0.3,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,7.0,0.25,0.2,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,8.0,0.25,0.2,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,7.0,0.2,0.3,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,8.0,0.2,0.25,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
linear,6.0,0.2,0.3,0.7680555555555556,0.7461928934010152,0.814404432132964,0.7788079470198674,0.7679264500497689
rbf,6.0,0.25,0.3,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
rbf,8.0,0.25,0.3,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
rbf,6.0,0.25,0.25,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
rbf,7.0,0.25,0.3,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
rbf,8.0,0.25,0.25,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
rbf,7.0,0.25,0.25,0.7638888888888888,0.7346437346437347,0.8282548476454293,0.7786458333333334,0.7637095965246645
linear,10.0,0.3,0.15,0.7652777777777777,0.7388059701492538,0.8227146814404432,0.7785058977719528,0.7651177864026728
linear,9.0,0.3,0.15,0.7652777777777777,0.7388059701492538,0.8227146814404432,0.7785058977719528,0.7651177864026728
rbf,8.0,0.2,0.1,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
linear,9.0,0.2,0.3,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
linear,10.0,0.2,0.3,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
rbf,6.0,0.2,0.1,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
rbf,4.0,0.2,0.2,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
rbf,7.0,0.2,0.1,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
linear,10.0,0.2,0.25,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
linear,9.0,0.2,0.25,0.7666666666666667,0.743073047858942,0.817174515235457,0.7783641160949868,0.7665259762806813
linear,8.0,0.15,0.25,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,6.0,0.15,0.2,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,7.0,0.15,0.2,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,8.0,0.15,0.3,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,8.0,0.15,0.2,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,7.0,0.15,0.3,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,6.0,0.15,0.3,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,5.0,0.2,0.2,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,6.0,0.15,0.25,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
linear,7.0,0.15,0.25,0.7680555555555556,0.7474489795918368,0.8116343490304709,0.7782204515272243,0.7679341661586895
rbf,6.0,0.3,0.25,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,8.0,0.3,0.3,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,7.0,0.3,0.3,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,6.0,0.3,0.3,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,8.0,0.3,0.25,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,7.0,0.3,0.25,0.7625,0.7317073170731707,0.8310249307479224,0.7782101167315175,0.7623091227555768
rbf,10.0,0.15,0.2,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,10.0,0.15,0.3,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,9.0,0.15,0.25,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,9.0,0.15,0.2,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,10.0,0.15,0.25,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,9.0,0.15,0.3,0.7638888888888888,0.7358024691358025,0.8254847645429363,0.7780678851174935,0.7637173126335852
rbf,4.0,0.3,0.25,0.7652777777777777,0.74,0.8199445983379502,0.7779237844940867,0.7651255025115934
rbf,4.0,0.3,0.3,0.7652777777777777,0.74,0.8199445983379502,0.7779237844940867,0.7651255025115934
rbf,8.0,0.2,0.2,0.7652777777777777,0.74,0.8199445983379502,0.7779237844940867,0.7651255025115934
rbf,7.0,0.2,0.2,0.7652777777777777,0.74,0.8199445983379502,0.7779237844940867,0.7651255025115934
rbf,6.0,0.2,0.2,0.7652777777777777,0.74,0.8199445983379502,0.7779237844940867,0.7651255025115934
rbf,5.0,0.25,0.15,0.7666666666666667,0.7443037974683544,0.814404432132964,0.7777777777777777,0.7665336923896018
rbf,4.0,0.3,0.15,0.7666666666666667,0.7455470737913485,0.8116343490304709,0.7771883289124668,0.7665414084985224
linear,9.0,0.2,0.15,0.7652777777777777,0.7424242424242424,0.814404432132964,0.7767503302509908,0.7651409347294347
linear,10.0,0.2,0.15,0.7652777777777777,0.7424242424242424,0.814404432132964,0.7767503302509908,0.7651409347294347
linear,5.0,0.15,0.1,0.7652777777777777,0.7424242424242424,0.814404432132964,0.7767503302509908,0.7651409347294347
rbf,4.0,0.25,0.15,0.7652777777777777,0.7424242424242424,0.814404432132964,0.7767503302509908,0.7651409347294347
linear,5.0,0.2,0.1,0.7652777777777777,0.7436548223350253,0.8116343490304709,0.7761589403973511,0.7651486508383553
rbf,10.0,0.25,0.1,0.7638888888888888,0.7405541561712846,0.814404432132964,0.7757255936675461,0.7637481770692675
rbf,9.0,0.25,0.1,0.7638888888888888,0.7405541561712846,0.814404432132964,0.7757255936675461,0.7637481770692675
linear,10.0,0.1,0.1,0.7638888888888888,0.7405541561712846,0.814404432132964,0.7757255936675461,0.7637481770692675
linear,9.0,0.1,0.1,0.7638888888888888,0.7405541561712846,0.814404432132964,0.7757255936675461,0.7637481770692675
rbf,9.0,0.25,0.25,0.7597222222222222,0.7292682926829268,0.8282548476454293,0.775616083009079,0.7595313235441631
rbf,9.0,0.25,0.3,0.7597222222222222,0.7292682926829268,0.8282548476454293,0.775616083009079,0.7595313235441631
rbf,10.0,0.25,0.3,0.7597222222222222,0.7292682926829268,0.8282548476454293,0.775616083009079,0.7595313235441631
rbf,10.0,0.25,0.25,0.7597222222222222,0.7292682926829268,0.8282548476454293,0.775616083009079,0.7595313235441631
rbf,7.0,0.3,0.1,0.7652777777777777,0.7448979591836735,0.8088642659279779,0.7755644090305445,0.7651563669472758
rbf,8.0,0.3,0.1,0.7652777777777777,0.7448979591836735,0.8088642659279779,0.7755644090305445,0.7651563669472758
rbf,6.0,0.3,0.1,0.7652777777777777,0.7448979591836735,0.8088642659279779,0.7755644090305445,0.7651563669472758
rbf,9.0,0.15,0.15,0.7625,0.7375,0.817174515235457,0.7752956636005257,0.7623477033001798
rbf,10.0,0.15,0.15,0.7625,0.7375,0.817174515235457,0.7752956636005257,0.7623477033001798
rbf,9.0,0.3,0.25,0.7583333333333333,0.7263922518159807,0.8310249307479224,0.7751937984496123,0.7581308497750754
rbf,9.0,0.3,0.3,0.7583333333333333,0.7263922518159807,0.8310249307479224,0.7751937984496123,0.7581308497750754
rbf,10.0,0.3,0.25,0.7583333333333333,0.7263922518159807,0.8310249307479224,0.7751937984496123,0.7581308497750754
rbf,10.0,0.3,0.3,0.7583333333333333,0.7263922518159807,0.8310249307479224,0.7751937984496123,0.7581308497750754
linear,7.0,0.2,0.1,0.7652777777777777,0.7461538461538462,0.8060941828254847,0.7749667110519307,0.7651640830561964
