max_gap,min_support_pos,min_support_neg,accuracy,precision,recall,f1,auc
7.0,0.3,0.15,0.7805555555555556,0.7664041994750657,0.8088642659279779,0.7870619946091645,0.7804767012091143
10.0,0.25,0.3,0.7805555555555556,0.7664041994750657,0.8088642659279779,0.7870619946091645,0.7804767012091143
4.0,0.25,0.1,0.7791666666666667,0.7630208333333334,0.8116343490304709,0.7865771812080536,0.7790762274400266
5.0,0.15,0.2,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
6.0,0.25,0.25,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
6.0,0.25,0.3,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
5.0,0.15,0.3,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
4.0,0.15,0.15,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
7.0,0.25,0.3,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
7.0,0.25,0.25,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
5.0,0.15,0.25,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
8.0,0.25,0.3,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
8.0,0.25,0.25,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
5.0,0.2,0.1,0.7805555555555556,0.7678100263852242,0.8060941828254847,0.7864864864864864,0.7804844173180349
5.0,0.25,0.1,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
9.0,0.15,0.2,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
9.0,0.15,0.3,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
10.0,0.15,0.3,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
10.0,0.15,0.2,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
6.0,0.25,0.15,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
7.0,0.25,0.15,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
9.0,0.15,0.25,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
10.0,0.15,0.25,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
8.0,0.25,0.15,0.7791666666666667,0.7643979057591623,0.8088642659279779,0.7860026917900405,0.7790839435489472
4.0,0.2,0.15,0.7805555555555556,0.7692307692307693,0.8033240997229917,0.7859078590785908,0.7804921334269554
8.0,0.15,0.3,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.15,0.25,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.15,0.3,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.15,0.25,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
8.0,0.15,0.25,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.15,0.3,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.2,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.2,0.15,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
8.0,0.15,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
8.0,0.2,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.15,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.2,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.2,0.15,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.2,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
7.0,0.15,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
4.0,0.15,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.2,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
8.0,0.2,0.15,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
8.0,0.2,0.2,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
5.0,0.15,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
4.0,0.2,0.1,0.7791666666666667,0.7657894736842106,0.8060941828254847,0.785425101214575,0.7790916596578678
6.0,0.25,0.1,0.7777777777777778,0.762402088772846,0.8088642659279779,0.7849462365591398,0.7776911858887801
10.0,0.25,0.1,0.7777777777777778,0.762402088772846,0.8088642659279779,0.7849462365591398,0.7776911858887801
9.0,0.25,0.1,0.7777777777777778,0.762402088772846,0.8088642659279779,0.7849462365591398,0.7776911858887801
8.0,0.25,0.1,0.7777777777777778,0.762402088772846,0.8088642659279779,0.7849462365591398,0.7776911858887801
7.0,0.25,0.1,0.7777777777777778,0.762402088772846,0.8088642659279779,0.7849462365591398,0.7776911858887801
4.0,0.2,0.2,0.7791666666666667,0.7671957671957672,0.8033240997229917,0.7848443843031122,0.7790993757667883
9.0,0.2,0.15,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
10.0,0.2,0.15,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
9.0,0.2,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
5.0,0.25,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
10.0,0.2,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
8.0,0.25,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
7.0,0.25,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
6.0,0.25,0.2,0.7777777777777778,0.7637795275590551,0.8060941828254847,0.7843665768194069,0.7776989019977005
9.0,0.15,0.1,0.7763888888888889,0.7604166666666666,0.8088642659279779,0.7838926174496644,0.7762984282286128
10.0,0.15,0.1,0.7763888888888889,0.7604166666666666,0.8088642659279779,0.7838926174496644,0.7762984282286128
8.0,0.15,0.1,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
6.0,0.15,0.1,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
4.0,0.15,0.2,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
7.0,0.15,0.1,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
4.0,0.15,0.25,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
4.0,0.15,0.3,0.7777777777777778,0.7651715039577837,0.8033240997229917,0.7837837837837838,0.7777066181066211
9.0,0.25,0.2,0.7763888888888889,0.7631578947368421,0.8033240997229917,0.7827260458839406,0.776313860446454
10.0,0.25,0.2,0.7763888888888889,0.7631578947368421,0.8033240997229917,0.7827260458839406,0.776313860446454
4.0,0.25,0.2,0.7763888888888889,0.7631578947368421,0.8033240997229917,0.7827260458839406,0.776313860446454
10.0,0.2,0.1,0.775,0.7597911227154047,0.8060941828254847,0.782258064516129,0.7749133866773663
9.0,0.2,0.1,0.775,0.7597911227154047,0.8060941828254847,0.782258064516129,0.7749133866773663
5.0,0.1,0.15,0.775,0.762532981530343,0.8005540166204986,0.781081081081081,0.7749288188952076
4.0,0.1,0.15,0.775,0.762532981530343,0.8005540166204986,0.781081081081081,0.7749288188952076
7.0,0.1,0.3,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
6.0,0.1,0.3,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
6.0,0.1,0.2,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
5.0,0.1,0.2,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
7.0,0.1,0.2,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
6.0,0.1,0.25,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
8.0,0.1,0.25,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
8.0,0.1,0.2,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
8.0,0.1,0.3,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
5.0,0.1,0.25,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
5.0,0.1,0.3,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
7.0,0.1,0.25,0.7722222222222223,0.7612732095490716,0.7950138504155124,0.7777777777777777,0.7721587357927144
4.0,0.1,0.2,0.7708333333333334,0.7606382978723404,0.7922437673130194,0.7761194029850746,0.7707736942414679
4.0,0.1,0.25,0.7708333333333334,0.7606382978723404,0.7922437673130194,0.7761194029850746,0.7707736942414679
4.0,0.1,0.3,0.7708333333333334,0.7606382978723404,0.7922437673130194,0.7761194029850746,0.7707736942414679
7.0,0.1,0.1,0.7694444444444445,0.7572559366754618,0.7950138504155124,0.7756756756756757,0.7693732204723801
6.0,0.1,0.1,0.7694444444444445,0.7572559366754618,0.7950138504155124,0.7756756756756757,0.7693732204723801
5.0,0.1,0.1,0.7694444444444445,0.7572559366754618,0.7950138504155124,0.7756756756756757,0.7693732204723801
4.0,0.1,0.1,0.7694444444444445,0.7572559366754618,0.7950138504155124,0.7756756756756757,0.7693732204723801
8.0,0.1,0.1,0.7694444444444445,0.7572559366754618,0.7950138504155124,0.7756756756756757,0.7693732204723801
10.0,0.1,0.2,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
9.0,0.1,0.3,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
9.0,0.1,0.25,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
10.0,0.1,0.3,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
9.0,0.1,0.2,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
10.0,0.1,0.25,0.7666666666666667,0.7546174142480211,0.7922437673130194,0.772972972972973,0.7665954212609666
6.0,0.1,0.15,0.7680555555555556,0.760752688172043,0.7839335180055401,0.772169167803547,0.7680113272478953
7.0,0.1,0.15,0.7680555555555556,0.760752688172043,0.7839335180055401,0.772169167803547,0.7680113272478953
8.0,0.1,0.15,0.7680555555555556,0.760752688172043,0.7839335180055401,0.772169167803547,0.7680113272478953
10.0,0.1,0.15,0.7638888888888888,0.7560321715817694,0.7811634349030471,0.7683923705722071,0.7638407703763147
9.0,0.1,0.15,0.7638888888888888,0.7560321715817694,0.7811634349030471,0.7683923705722071,0.7638407703763147
9.0,0.1,0.1,0.7583333333333333,0.7520215633423181,0.7728531855955678,0.7622950819672131,0.7582928880624078
10.0,0.1,0.1,0.7583333333333333,0.7520215633423181,0.7728531855955678,0.7622950819672131,0.7582928880624078
